id,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
9.19461E+17,1018384647,4/8/2023,,within an hour,100%,78%,t,West Town,10,10,['phone'],t,t,West Town,41.90721,-87.69453,Entire rental unit,Entire home/apt,8,3 baths,4,$143.00 ,2,365,2,4,1125,1125,2.8,1125,t,0,0,0,0,59,38,2,8/14/2022,12/17/2023,4.72,4.7,4.72,4.85,4.92,4.62,4.68,f,4,4,0,0,3.6
6.49197E+17,333836531,1/10/2018,"Chicago, IL",within an hour,100%,91%,t,Lakeview,10,12,"['email', 'phone']",t,t,Lake View,41.93618,-87.64229,Entire rental unit,Entire home/apt,2,1 bath,1,$52.00 ,1,1125,2,2,1125,1125,2,1125,t,25,55,85,175,73,31,2,6/6/2021,12/10/2023,4.86,4.89,4.86,4.88,4.93,5,4.77,f,10,10,0,0,2.37
9.39384E+17,95135691,10/27/2015,"Chicago, IL",within a day,100%,100%,f,Rogers Park,7,7,"['email', 'phone']",t,t,Rogers Park,42.00098,-87.66049,Room in boutique hotel,Private room,6,2 baths,3,$287.00 ,2,180,2,2,180,180,2,180,t,15,38,65,337,91,1,0,2/19/2017,8/6/2023,4.78,4.79,4.82,4.86,4.85,4.94,4.69,t,7,3,4,0,1.09
9.03818E+17,7931003,10/24/2012,"Chicago, IL",within an hour,100%,68%,t,South Loop/Printers Row,79,228,"['email', 'phone', 'work_email']",t,t,Near North Side,41.89766,-87.62094,Entire serviced apartment,Entire home/apt,2,1 bath,1,$105.00 ,28,1125,28,28,1125,1125,28,1125,t,30,60,90,365,9,3,0,3/17/2020,8/21/2023,5,5,4.89,5,5,5,4.67,f,72,72,0,0,0.2
24335220,677384271,2/25/2020,"Chicago, IL",within a day,100%,100%,f,West Town,1,1,"['email', 'phone']",t,f,West Town,41.89452,-87.67056,Entire rental unit,Entire home/apt,4,1 bath,2,$150.00 ,1,365,2,2,365,365,2,365,t,27,57,87,251,3,3,1,11/5/2023,11/19/2023,5,5,5,5,5,5,5,f,1,1,0,0,2.05
48956468,800606627,5/6/2021,,within a few hours,90%,71%,f,Austin,1,2,"['email', 'phone']",t,t,Austin,41.89932121,-87.77017001,Entire rental unit,Entire home/apt,2,1 bath,1,$61.00 ,3,365,3,3,1125,1125,3,1125,t,23,53,83,358,1,1,0,11/1/2023,11/1/2023,1,1,1,1,1,1,1,f,1,1,0,0,0.63
33438071,87867966,9/11/2015,"Chicago, IL",within an hour,100%,99%,t,Wicker Park,22,22,"['email', 'phone']",t,t,West Town,41.91126,-87.66975,Private room in rental unit,Private room,2,1 shared bath,1,$58.00 ,1,60,2,3,1125,1125,2,1125,t,17,17,17,17,169,13,2,12/18/2018,12/10/2023,4.86,4.91,4.72,4.88,4.95,4.92,4.89,t,20,6,14,0,2.78
9165281,154829447,6/13/2016,"Chicago, IL",a few days or more,7%,71%,f,Greater Grand Crossing,25,31,"['email', 'phone']",t,t,Greater Grand Crossing,41.76635,-87.62037,Room in hotel,Private room,16,1 private bath,2,$243.00 ,32,365,32,32,365,365,32,365,t,19,49,79,354,96,11,0,11/22/2020,7/20/2023,4.63,4.71,4.63,4.79,4.84,4.36,4.56,f,21,19,2,0,2.57
46874139,1029553102,5/14/2023,"Chicago, IL",within an hour,100%,100%,f,Bridgeport,62,68,"['email', 'phone']",t,t,Mckinley Park,41.83700614,-87.66661108,Private room in rental unit,Private room,1,2 baths,1,$31.00 ,1,999,2,2,1125,1125,2,1125,t,0,0,0,0,7,7,0,8/11/2023,11/11/2023,4.88,4.5,4.63,5,4.88,4.5,4.75,t,61,0,61,0,1.62
5.9702E+17,291103795,8/11/2017,"Chicago, IL",within an hour,97%,100%,,Logan Square,11,54,"['email', 'phone']",t,t,Logan Square,41.91883,-87.69642,Private room in rental unit,Private room,1,1 shared bath,1,$25.00 ,2,30,2,2,1125,1125,2,1125,t,0,0,0,0,66,23,3,6/24/2021,12/3/2023,4.09,4.09,3.97,4.57,4.34,4.46,4.04,t,8,0,8,0,2.18
9.58001E+17,485691115,2/13/2019,"Chicago, IL",within a day,50%,89%,f,Austin,1,1,['phone'],t,t,Austin,41.89132,-87.76772,Entire rental unit,Entire home/apt,6,2 baths,4,$250.00 ,1,90,2,2,1125,1125,2,1125,t,16,46,76,351,14,2,0,8/8/2021,7/24/2023,4.29,4.64,4.79,4.71,4.79,4.07,4.43,f,1,1,0,0,0.49
1.02523E+18,880100526,1/11/2022,"Chicago, IL",within an hour,100%,90%,t,West Loop,9,11,"['email', 'phone']",t,t,Near West Side,41.88478,-87.64309,Entire rental unit,Entire home/apt,2,1 bath,1,$54.00 ,1,90,2,2,1125,1125,2,1125,t,20,50,80,170,82,47,5,6/15/2022,12/8/2023,4.77,4.83,4.9,4.89,4.9,4.83,4.74,f,9,9,0,0,4.46
5.5642E+17,57003067,2/28/2015,"Chicago, IL",within an hour,100%,94%,f,South Shore,8,8,"['email', 'phone']",t,t,South Shore,41.76302,-87.57186,Private room in bungalow,Private room,1,1 shared bath,1,$22.00 ,32,1125,32,32,1125,1125,32,1125,t,19,28,58,333,59,0,0,5/31/2015,5/28/2022,4.56,4.63,4.55,4.74,4.68,4.32,4.61,f,8,0,7,1,0.57
53024196,968469106,10/19/2022,,within an hour,100%,93%,t,Lower West Side,1,1,"['email', 'phone']",t,t,Lower West Side,41.85148,-87.67535,Entire rental unit,Entire home/apt,6,1 bath,5,$121.00 ,3,700,2,3,1125,1125,2.4,1125,t,21,51,81,81,26,26,1,3/21/2023,11/26/2023,5,5,4.96,4.96,5,4.81,5,f,1,1,0,0,2.86
9.24174E+17,47224286,11/11/2014,"Chicago, IL",within a few hours,100%,99%,f,Old Town,14,21,"['email', 'phone']",t,t,Near North Side,41.90699,-87.63507,Entire condo,Entire home/apt,2,1 bath,1,$119.00 ,32,365,32,32,365,365,32,365,t,30,60,90,90,55,40,0,7/25/2022,10/28/2023,4.82,4.78,4.73,4.89,4.82,4.96,4.76,f,14,11,3,0,3.22
45495441,862038474,11/8/2021,"Chicago, IL",within an hour,91%,98%,t,Chicago Loop,17,18,"['email', 'phone']",t,t,Loop,41.884,-87.62837,Room in boutique hotel,Private room,2,1 private bath,1,$102.00 ,1,365,1,1,1125,1125,1,1125,t,20,34,34,34,43,36,4,7/4/2022,12/14/2023,4.81,4.84,4.91,4.91,4.72,4.88,4.58,t,17,0,17,0,2.42
6.71197E+17,184386110,8/27/2016,"Chicago, IL",within an hour,100%,100%,f,Lake View East,2,5,"['email', 'phone']",t,t,Lake View,41.95282,-87.65597,Entire rental unit,Entire home/apt,8,2 baths,4,$203.00 ,3,365,2,4,365,365,3.5,365,t,0,0,0,0,47,35,0,7/12/2022,11/5/2023,4.69,4.71,4.81,4.94,4.96,4.81,4.56,t,2,2,0,0,2.69
6.55773E+17,320464123,11/26/2017,,within an hour,100%,100%,f,North Lawndale,5,5,"['email', 'phone']",t,f,North Lawndale,41.85664,-87.72136,Entire serviced apartment,Entire home/apt,4,1 bath,2,$216.00 ,1,28,2,2,1125,1125,2,1125,t,29,59,89,364,11,0,0,9/19/2021,7/6/2022,4,4.27,4.55,4.45,4.82,3.45,4,f,3,3,0,0,0.4
9.29576E+17,440883642,10/13/2018,"Chicago, IL",within an hour,98%,99%,f,Garfield Park,10,11,"['email', 'phone']",t,t,East Garfield Park,41.87331,-87.69271,Private room in rental unit,Private room,3,1 bath,1,$23.00 ,2,30,2,2,1125,1125,2,1125,t,26,56,86,254,9,9,1,8/20/2023,11/27/2023,5,5,4.78,5,5,4.22,5,t,10,1,9,0,2.23
28991510,792542042,4/9/2021,,within a few hours,93%,99%,f,River North,73,100,"['email', 'phone', 'work_email']",t,f,Loop,41.88462,-87.6298,Entire serviced apartment,Entire home/apt,2,1 bath,1,$171.00 ,32,365,32,32,1125,1125,32,1125,t,0,18,48,252,2,0,0,9/10/2022,11/26/2022,5,5,5,5,5,5,4.5,t,40,40,0,0,0.13
31852150,101208242,12/5/2015,,within an hour,100%,95%,t,North Lawndale,1,3,"['email', 'phone']",t,f,North Lawndale,41.85876555,-87.69546302,Entire guest suite,Entire home/apt,4,1 bath,2,$56.00 ,2,18,2,3,1125,1125,2.2,1125,t,8,27,57,64,164,18,2,5/8/2016,12/12/2023,4.79,4.87,4.68,4.92,4.95,4.68,4.82,f,1,1,0,0,1.77
1.01393E+18,47224286,11/11/2014,"Chicago, IL",within a few hours,100%,99%,f,Old Town,14,21,"['email', 'phone']",t,t,Near North Side,41.90697,-87.63507,Entire rental unit,Entire home/apt,5,1 bath,3,$79.00 ,32,1125,32,32,1125,1125,32,1125,t,30,60,90,90,142,28,0,5/10/2020,10/8/2023,4.68,4.81,4.61,4.89,4.75,4.92,4.67,f,14,11,3,0,3.23
8.81066E+17,256729894,5/1/2017,"Chicago, IL",within an hour,100%,100%,f,West Town,1,1,"['email', 'phone']",t,t,West Town,41.90082966,-87.66913419,Entire rental unit,Entire home/apt,4,1 bath,2,$175.00 ,2,30,2,2,30,30,2,30,t,0,0,0,0,13,13,1,6/12/2023,11/25/2023,5,5,5,5,5,5,4.86,f,1,1,0,0,2.05
220333,1048253154,7/6/2023,,,,71%,f,West Town,1,1,"['email', 'phone']",f,t,West Town,41.89595725,-87.67843704,Entire rental unit,Entire home/apt,8,2 baths,4,$343.00 ,3,365,3,3,365,365,3,365,t,26,56,86,266,6,6,0,7/30/2023,10/16/2023,5,5,5,4.83,4.83,5,4.83,f,1,1,0,0,1.27
15250951,134651762,4/15/2016,"Chicago, IL",within an hour,100%,96%,t,,1,3,"['email', 'phone']",t,t,Lincoln Square,41.97132,-87.69051,Entire condo,Entire home/apt,4,1 bath,2,$110.00 ,2,1125,2,2,1125,1125,2,1125,t,1,1,1,55,322,75,7,6/3/2018,12/13/2023,4.98,4.98,4.88,5,4.98,4.95,4.96,f,1,1,0,0,4.77
34565182,30835494,5/12/2014,"Chicago, IL",within an hour,100%,98%,t,Irving Park,2,2,"['email', 'phone']",t,t,Irving Park,41.94367,-87.7409,Private room in home,Private room,2,1 shared bath,1,$55.00 ,2,15,2,2,1125,1125,2,1125,t,0,0,0,44,60,13,1,7/17/2021,12/16/2023,4.95,4.97,4.97,4.92,4.92,4.93,4.92,f,2,0,2,0,2.03
39396472,341102243,1/29/2018,"Chicago, IL",within an hour,100%,99%,f,Uptown,22,22,"['email', 'phone']",t,t,Uptown,41.9557328,-87.6505646,Entire rental unit,Entire home/apt,2,1 bath,1,$59.00 ,32,365,32,32,365,365,32,365,t,26,56,86,266,1,1,0,10/14/2023,10/14/2023,5,5,5,5,5,5,5,f,22,22,0,0,0.45
52512849,214868994,12/16/2016,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Loop,41.8860812,-87.6342223,Entire rental unit,Entire home/apt,2,1 bath,1,$186.00 ,32,1125,32,365,1125,1125,354.1,1125,t,0,0,0,128,0,0,0,,,,,,,,,,f,643,643,0,0,
9.79962E+17,341621658,1/30/2018,"Chicago, IL",within an hour,100%,100%,t,Roscoe Village,1,1,"['email', 'phone']",t,t,North Center,41.94264,-87.67616,Entire rental unit,Entire home/apt,4,1 bath,2,$81.00 ,1,1125,2,2,1125,1125,2,1125,t,0,0,0,0,225,26,1,6/12/2018,11/19/2023,4.96,4.97,4.96,4.96,4.96,4.99,4.88,f,1,1,0,0,3.35
23248272,154829447,6/13/2016,"Chicago, IL",a few days or more,7%,71%,f,Greater Grand Crossing,25,31,"['email', 'phone']",t,t,Kenwood,41.80427,-87.58428,Entire condo,Entire home/apt,16,1 bath,1,$218.00 ,32,365,32,32,365,365,32,365,t,30,60,90,365,1,0,0,1/24/2021,1/24/2021,4,5,5,5,5,3,4,f,21,19,2,0,0.03
8.86872E+17,21675311,12/27/2013,"Chicago, IL",within an hour,100%,100%,t,West Town,3,5,"['email', 'phone']",t,t,West Town,41.90784927,-87.67542167,Entire vacation home,Entire home/apt,8,1 bath,6,$179.00 ,3,45,2,3,1125,1125,2.9,1125,t,0,0,0,0,44,40,2,11/27/2022,11/26/2023,4.8,4.78,4.96,4.93,4.84,4.84,4.73,f,3,3,0,0,3.41
9.6222E+17,918480966,5/15/2022,"Chicago, IL",within an hour,100%,88%,t,Logan Square,10,10,"['email', 'phone']",t,t,Logan Square,41.91573,-87.71213,Entire rental unit,Entire home/apt,4,1 bath,2,$59.00 ,1,90,2,2,90,90,2,90,t,0,0,0,0,129,102,9,7/27/2022,12/15/2023,4.88,4.94,4.94,4.94,4.93,4.72,4.88,f,10,10,0,0,7.59
7.44084E+17,193461374,9/25/2016,"Chicago, IL",within an hour,100%,100%,f,Uptown,31,31,"['email', 'phone']",t,t,Rogers Park,42.0127382,-87.681751,Entire rental unit,Entire home/apt,4,1.5 baths,2,$80.00 ,2,120,2,3,1125,1125,2.3,1125,t,5,33,63,107,19,19,1,4/11/2023,11/20/2023,4.26,4.89,4.63,4.84,4.95,4.21,4.68,t,28,28,0,0,2.26
9.38637E+17,42180431,9/8/2014,"Chicago, IL",within an hour,90%,100%,t,Humboldt Park,1,1,"['email', 'phone']",t,t,Humboldt Park,41.90934,-87.71271,Private room in guest suite,Private room,2,1 private bath,1,$91.00 ,2,90,2,2,1125,1125,2,1125,t,0,0,0,0,37,12,1,3/6/2022,11/24/2023,4.95,4.92,5,5,4.97,4.68,4.87,f,1,0,1,0,1.7
52385589,2770811,11/8/2011,"Tampa, FL",within a few hours,100%,77%,t,Kenwood,23,35,"['email', 'phone']",t,t,Woodlawn,41.78378,-87.60639,Private room in rental unit,Private room,1,1 private bath,1,$45.00 ,32,365,32,32,365,365,32,365,t,15,45,75,349,1,1,0,9/23/2023,9/23/2023,5,5,5,5,5,5,5,f,19,2,17,0,0.34
1.03501E+18,870210386,12/7/2021,"Chicago, IL",within an hour,99%,99%,f,Near South Side,42,65,"['email', 'phone']",t,f,Near South Side,41.86443,-87.62601,Entire rental unit,Entire home/apt,4,1 bath,2,$232.00 ,1,1125,2,2,1,1125,2,101.7,t,2,23,45,268,102,30,0,12/30/2019,11/13/2023,4.74,4.73,4.68,4.76,4.72,4.82,4.51,f,41,36,5,0,2.11
7678127,888730046,2/9/2022,,within an hour,98%,99%,f,Armour Square,8,9,"['email', 'phone']",t,t,Armour Square,41.84185,-87.63245,Private room in rental unit,Private room,3,1 shared bath,1,$21.00 ,2,30,2,2,1125,1125,2,1125,t,14,44,74,242,55,33,2,6/24/2022,12/15/2023,4.53,4.67,4.6,4.71,4.71,4.53,4.55,t,8,0,8,0,3.04
1.03419E+18,917944075,5/13/2022,"Chicago, IL",within an hour,98%,88%,t,Avondale,9,9,"['email', 'phone']",t,t,Avondale,41.93411,-87.71749,Entire rental unit,Entire home/apt,2,1 bath,1,$52.00 ,1,90,2,2,1125,1125,2,1125,t,0,0,0,0,10,10,3,9/23/2023,12/12/2023,4.73,4.82,4.82,4.91,4.91,4.91,4.73,f,9,9,0,0,3.45
50100628,124325527,3/8/2016,"Chicago, IL",within an hour,100%,98%,t,Little Italy/UIC,1,2,"['email', 'phone']",t,f,Near West Side,41.86832,-87.66222,Private room in condo,Private room,2,1 private bath,1,$74.00 ,2,7,2,2,7,7,2,7,t,0,5,14,95,346,45,2,4/6/2016,11/28/2023,4.81,4.79,4.84,4.94,4.88,4.89,4.87,f,1,0,1,0,3.69
29775439,376732111,5/7/2018,"Chicago, IL",within a day,90%,93%,t,River North,23,24,"['phone', 'work_email']",t,t,Near North Side,41.903335,-87.634162,Entire serviced apartment,Entire home/apt,4,2 baths,2,$208.00 ,32,365,32,32,365,365,32,365,t,4,34,64,339,0,0,0,,,,,,,,,,f,23,23,0,0,
9.41541E+17,50276775,12/23/2014,,within an hour,100%,97%,f,Clearwater Beach,1141,2346,"['email', 'phone']",t,t,Near North Side,41.89344,-87.61872,Room in hotel,Private room,2,1 bath,1,$228.00 ,32,365,32,32,365,365,32,365,t,25,49,66,136,0,0,0,,,,,,,,,,t,58,0,58,0,
48230225,214868994,12/16/2016,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Uptown,41.9692052,-87.655816,Entire rental unit,Entire home/apt,2,1 bath,1,$78.00 ,32,1125,32,366,1125,1125,354.2,1125,t,29,59,89,364,0,0,0,,,,,,,,,,f,643,643,0,0,
35004098,977563263,11/22/2022,"Chicago, IL",within an hour,100%,97%,t,Logan Square,1,1,"['email', 'phone']",t,t,Logan Square,41.91824138,-87.6944938,Entire rental unit,Entire home/apt,4,1 bath,3,$89.00 ,2,29,2,2,1125,1125,2,1125,t,15,42,72,101,70,70,4,1/14/2023,12/16/2023,4.96,4.97,4.97,5,5,4.94,4.89,f,1,1,0,0,6.19
1083987,338595474,1/22/2018,"Chicago, IL",within an hour,100%,95%,t,Avondale,32,40,"['email', 'phone', 'work_email']",t,t,Lake View,41.94503371,-87.65726778,Entire home,Entire home/apt,8,2 baths,3,$272.00 ,1,365,2,5,365,365,3.9,365,t,30,60,90,180,8,8,0,8/19/2023,11/5/2023,5,5,5,4.88,4.75,5,4.63,f,21,21,0,0,1.97
5.98541E+17,873172006,12/19/2021,"Chicago, IL",within an hour,100%,98%,t,Lake View East,3,7,"['email', 'phone']",t,t,Lake View,41.95266,-87.65288,Entire rental unit,Entire home/apt,7,2 baths,4,$144.00 ,29,120,29,29,1125,1125,29,1125,t,5,35,49,49,0,0,0,,,,,,,,,,t,3,3,0,0,
7.04583E+17,453165851,11/19/2018,"Chicago, IL",within an hour,100%,98%,f,Back of the Yards,30,41,"['email', 'phone']",t,t,Grand Boulevard,41.80752399,-87.62796616,Private room in rental unit,Private room,2,1 shared bath,1,$27.00 ,32,365,32,32,1125,1125,32,1125,t,0,0,0,139,1,1,0,10/23/2023,10/23/2023,5,5,5,5,5,5,5,t,30,3,27,0,0.53
9.52696E+17,960682634,9/20/2022,"Chicago, IL",within an hour,100%,87%,t,Portage Park,10,10,"['email', 'phone']",t,t,Uptown,41.9626,-87.65145,Entire rental unit,Entire home/apt,2,1 bath,1,$52.00 ,1,90,2,2,1125,1125,2,1125,t,0,0,0,0,65,60,3,11/13/2022,12/3/2023,4.85,4.92,4.88,4.77,4.95,4.89,4.64,f,10,10,0,0,4.86
8.62934E+17,18664631,10/9/2013,"Chicago, IL",within an hour,100%,98%,f,Logan Square,1,3,"['email', 'phone']",t,t,Logan Square,41.9261634,-87.6977176,Entire rental unit,Entire home/apt,4,1 bath,2,$120.00 ,1,1125,2,2,1125,1125,2,1125,t,30,60,90,363,24,24,2,6/11/2023,12/3/2023,4.33,4.33,4.25,4.67,4.67,4.92,4.33,f,1,1,0,0,3.77
7.10992E+17,74184451,6/29/2015,"Chicago, IL",within an hour,83%,100%,t,Lincoln Park,3,4,"['email', 'phone']",t,f,Lincoln Park,41.93038,-87.64263,Entire condo,Entire home/apt,4,1.5 baths,3,$195.00 ,4,28,3,4,1125,1125,3.7,1125,t,21,51,81,171,67,20,1,7/6/2021,11/26/2023,4.87,4.87,4.9,4.9,4.9,4.97,4.75,f,1,1,0,0,2.24
45686609,7931003,10/24/2012,"Chicago, IL",within an hour,100%,68%,t,South Loop/Printers Row,79,228,"['email', 'phone', 'work_email']",t,t,Loop,41.88758,-87.61772,Entire rental unit,Entire home/apt,2,1 bath,1,$160.00 ,60,1124,60,60,1124,1124,60,1124,t,30,60,90,365,1,0,0,5/5/2018,5/5/2018,5,5,5,5,5,5,5,f,72,72,0,0,0.01
9.98582E+17,39158131,8/6/2014,"Chicago, IL",within an hour,100%,77%,f,Ukrainian Village,4,4,"['email', 'phone', 'work_email']",t,t,West Town,41.89564,-87.65398,Entire loft,Entire home/apt,14,3.5 baths,7,"$2,249.00 ",1,1125,2,2,1125,1125,2,1125,t,29,59,89,364,10,2,0,6/11/2019,8/6/2023,5,5,5,5,5,5,4.9,f,3,3,0,0,0.18
28362943,1029553102,5/14/2023,"Chicago, IL",within an hour,100%,100%,f,Bridgeport,62,68,"['email', 'phone']",t,t,Bridgeport,41.84154,-87.65255,Private room in home,Private room,2,2 shared baths,1,$37.00 ,1,365,2,2,1125,1125,2,1125,t,17,47,77,257,2,2,1,10/30/2023,11/30/2023,5,5,5,5,5,5,5,t,61,0,61,0,1.2
45399688,573605107,8/18/2019,"Chicago, IL",within an hour,100%,91%,f,Garfield Park,5,13,"['email', 'phone']",t,t,West Garfield Park,41.87402,-87.72936,Private room in home,Private room,1,3 shared baths,1,$24.00 ,32,365,32,32,365,365,32,365,t,26,56,86,361,6,3,0,9/3/2019,8/7/2023,4.17,4,3.17,5,4.5,3.67,4,f,3,1,2,0,0.11
9.32528E+17,23303390,1/26/2014,"Chicago, IL",within a few hours,100%,50%,f,Old Town,1,15,"['email', 'phone', 'work_email']",t,t,Lincoln Park,41.91337,-87.63809,Entire rental unit,Entire home/apt,4,1.5 baths,2,$150.00 ,32,1125,32,32,1125,1125,32,1125,t,9,39,69,249,75,0,0,12/10/2017,7/25/2021,4.81,4.89,4.81,4.95,4.93,4.95,4.84,f,1,1,0,0,1.02
15599810,1005209826,2/24/2023,,within an hour,100%,100%,f,Lower West Side,18,30,['phone'],t,t,Lower West Side,41.85830513,-87.65986632,Private room in rental unit,Private room,2,1 shared bath,1,$50.00 ,32,365,32,32,365,365,32,365,t,30,60,90,365,2,2,0,4/28/2023,5/29/2023,3,3,3,3,3,3.5,3,t,18,3,13,2,0.26
1.01147E+18,54550515,2/5/2015,,within an hour,100%,96%,t,Avondale,8,8,"['email', 'phone']",t,t,Lincoln Park,41.9115834,-87.650014,Entire rental unit,Entire home/apt,6,2.5 baths,3,$226.00 ,1,365,2,2,365,365,2,365,t,25,55,85,357,4,4,0,9/17/2023,11/5/2023,5,5,5,5,5,4.75,5,f,3,3,0,0,1.29
50248233,514928878,4/22/2019,,within a day,100%,65%,f,River North,20,22,"['email', 'phone']",t,t,Near North Side,41.89411,-87.62723,Entire condo,Entire home/apt,3,1 bath,1,$95.00 ,32,365,32,32,365,365,32,365,t,16,46,76,76,1,0,0,11/6/2019,11/6/2019,4,3,4,4,3,4,3,f,19,19,0,0,0.02
54036729,547182719,7/4/2019,"Chicago, IL",within an hour,99%,99%,f,Ravenswood,17,19,"['email', 'phone']",t,t,Edgewater,41.98822,-87.65694,Entire rental unit,Entire home/apt,2,1 bath,1,$67.00 ,1,365,2,30,365,365,6.6,365,t,20,50,68,68,84,46,4,6/6/2022,11/28/2023,4.73,4.79,4.79,4.89,4.9,4.88,4.63,f,16,16,0,0,4.49
48180549,6460730,8/11/2012,"Chicago, IL",within an hour,100%,100%,t,Lake View,16,20,"['email', 'phone']",t,t,Lake View,41.96090285,-87.66654785,Entire rental unit,Entire home/apt,2,1 bath,1,$70.00 ,2,365,2,4,365,365,3.6,365,t,12,42,72,345,13,13,3,8/25/2023,12/4/2023,4.77,4.85,4.85,5,5,4.85,4.46,t,16,15,1,0,3.36
33755589,77211535,7/15/2015,"Chicago, IL",within an hour,100%,98%,f,Fuller Park,3,4,"['email', 'phone']",t,t,Fuller Park,41.7999402,-87.63236702,Private room in rental unit,Private room,1,1.5 shared baths,1,$35.00 ,2,29,3,4,29,29,3.1,29,t,30,60,82,342,14,14,0,3/1/2023,10/23/2023,4.86,4.93,4.71,4.93,4.79,4.07,4.71,t,3,0,3,0,1.43
45879824,755895178,12/2/2020,"Chicago, IL",within an hour,100%,98%,f,Hyde Park,14,15,"['email', 'phone']",t,t,Hyde Park,41.79524,-87.59199,Entire rental unit,Entire home/apt,2,1 bath,1,$54.00 ,2,180,2,2,180,180,2,180,t,7,17,47,321,12,6,1,8/26/2022,11/23/2023,3.5,4.08,3.33,4.42,4.33,4.42,3.58,f,14,14,0,0,0.75
28982045,592765370,9/19/2019,,,,,f,Loop,1,1,"['email', 'phone']",t,t,Loop,41.8845,-87.62459,Entire rental unit,Entire home/apt,4,1 bath,2,$400.00 ,32,1125,32,32,1125,1125,32,1125,t,30,60,90,90,0,0,0,,,,,,,,,,f,1,1,0,0,
39048786,723994947,8/12/2020,"Chicago, IL",within an hour,100%,99%,t,Near West Side,12,51,"['email', 'phone']",t,t,Near West Side,41.88218838,-87.68171705,Entire rental unit,Entire home/apt,8,2 baths,4,$200.00 ,2,999,2,2,1125,1125,2,1125,t,30,60,90,365,49,49,1,3/5/2023,11/24/2023,5,4.96,4.98,4.94,4.98,4.88,4.98,f,12,12,0,0,5.09
32757953,471358054,1/10/2019,"Chicago, IL",within an hour,100%,94%,t,Rush & Division,31,32,['phone'],t,t,West Town,41.89545,-87.67983,Entire rental unit,Entire home/apt,10,2 baths,4,$250.00 ,2,365,2,3,365,365,2.7,365,t,23,53,83,330,23,23,1,5/24/2023,12/10/2023,5,4.96,5,4.91,5,5,4.91,f,30,30,0,0,3.3
9.18849E+17,291552187,8/13/2017,"Chicago, IL",within a day,80%,64%,t,West Ridge,1,1,"['email', 'phone']",t,t,West Ridge,42.00386,-87.69524,Entire guest suite,Entire home/apt,4,1 bath,4,$50.00 ,2,16,2,2,16,16,2,16,t,23,53,83,83,108,14,2,2/11/2018,11/27/2023,4.71,4.88,4.86,4.89,4.9,4.7,4.79,f,1,1,0,0,1.52
6.86851E+17,1055900455,7/25/2023,"Chicago, IL",within an hour,100%,100%,f,West Ridge,1,1,"['email', 'phone']",t,f,West Ridge,41.98576921,-87.70261064,Entire rental unit,Entire home/apt,4,2 baths,3,$125.00 ,2,60,2,2,60,60,2,60,t,23,53,83,358,4,4,1,9/4/2023,11/25/2023,4.25,4.5,4.5,5,4.75,4.5,4,f,1,1,0,0,1.13
20148895,57003067,2/28/2015,"Chicago, IL",within an hour,100%,94%,f,South Shore,8,8,"['email', 'phone']",t,t,South Shore,41.76437,-87.57332,Shared room in bungalow,Shared room,2,1 shared bath,1,$20.00 ,1,1125,2,2,1125,1125,2,1125,t,15,45,75,350,43,16,0,6/2/2019,10/23/2023,4.42,4.72,4.53,4.72,4.79,4.56,4.6,t,8,0,7,1,0.78
9.38079E+17,10589446,3/2/2013,"Chicago, IL",within an hour,100%,100%,f,Rogers Park,1,1,"['email', 'phone']",t,t,Rogers Park,42.00848,-87.66326,Private room in condo,Private room,1,1 shared bath,1,$48.00 ,32,1125,32,32,1125,1125,32,1125,t,24,54,84,173,36,2,1,8/5/2019,11/29/2023,4.97,4.92,4.78,5,5,4.97,4.89,f,1,0,1,0,0.68
1.01028E+18,214868994,12/16/2016,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Near North Side,41.9089458,-87.6504842,Entire rental unit,Entire home/apt,2,1 bath,1,$78.00 ,32,1125,32,366,1125,1125,353.4,1125,t,30,60,90,365,1,0,0,9/30/2022,9/30/2022,4,5,4,5,5,4,3,f,643,643,0,0,0.07
